train_no,train_name,source_code,source_name,destination_code,destination_name,class,days_before_journey,weekday,month,punctuality_rate,avg_waitlist,confirmation_chance
37143,Patna Jn-Thiruvananthapuram Central Express,PNBE,Patna Jn,TVC,Thiruvananthapuram Central,2A,66,4,11,92.52,354,21.59%
92361,Tirupati-Ajmer Jn Superfast Express,TPTY,Tirupati,AII,Ajmer Jn,2S,98,1,6,82.8,2,62.27%
45073,Alipurduar Jn-Bhopal Express,APDJ,Alipurduar Jn,BPL,Bhopal,SL,3,6,5,60.65,2,96.12%
96847,Delhi Jn-Secunderabad Mail Express,DLI,Delhi Jn,SC,Secunderabad,SL,59,0,8,77.15,155,56.02%
71354,Gaya Jn-Vasco-da-Gama Mail Express,GAYA,Gaya Jn,VSG,Vasco-da-Gama,1A,40,3,12,89.53,237,47.23%
36353,Vijayawada-Ernakulam Jn Express,BZA,Vijayawada,ERS,Ernakulam Jn,SL,3,2,4,68.1,257,60.88%
63876,Vasco-da-Gama-New Tinsukia Mail Express,VSG,Vasco-da-Gama,NTSK,New Tinsukia,2A,71,6,9,81.2,431,9.26%
26401,Agartala-Rourkela Mail Express,AGTL,Agartala,ROU,Rourkela,2A,5,4,8,67.6,437,20.8%
21385,Amritsar-Ajmer Jn Intercity Express,ASR,Amritsar,AII,Ajmer Jn,3A,80,5,8,78.57,25,67.79%
90244,Lumding Jn-Jammu Tawi Mail Express,LMG,Lumding Jn,JAT,Jammu Tawi,2A,64,5,11,64.17,288,34.43%
21861,Agartala-Darbhanga Express,AGTL,Agartala,DBG,Darbhanga,2A,119,5,3,76.15,270,15.39%
17328,Firozpur Cantt-Darbhanga Superfast Express,FZR,Firozpur Cantt,DBG,Darbhanga,SL,49,0,1,81.78,293,33.62%
56485,Ahmedabad-Madurai Mail Express,ADI,Ahmedabad,MDU,Madurai,CC,8,1,8,87.24,268,53.55%
14074,Haridwar-Sealdah Superfast Express,HW,Haridwar,SDAH,Sealdah,2S,21,4,11,94.62,189,59.16%
33914,Lucknow-New Delhi Express,LKO,Lucknow,NDLS,New Delhi,CC,69,6,2,97.16,216,42.78%
80063,Bandra Terminus-Lumding Jn Superfast Express,BDTS,Bandra Terminus,LMG,Lumding Jn,2A,85,4,10,85.25,51,66.03%
84800,Raxaul-Sealdah Superfast Express,RXL,Raxaul,SDAH,Sealdah,1A,71,0,9,68.68,21,69.95%
99166,Pune Shatabdi Express,PUNE,Pune,CNB,Kanpur Central,CC,44,5,5,81.84,435,10.41%
56895,Amritsar-Guwahati Express,ASR,Amritsar,GHY,Guwahati,CC,104,6,5,82.94,483,5%
54877,Ernakulam Jn-Dehradun Express,ERS,Ernakulam Jn,DDN,Dehradun,2A,101,2,9,70.2,460,5%
18951,Kochuveli-Amritsar Intercity Express,KCVL,Kochuveli,ASR,Amritsar,2S,7,1,2,85.38,198,61.83%
22385,Ahmedabad-New Tinsukia Mail Express,ADI,Ahmedabad,NTSK,New Tinsukia,2S,54,5,12,61.18,360,21.15%
77276,Ranchi-Bangalore City Mail Express,RNC,Ranchi,SBC,Bangalore City,3A,113,4,8,96.88,310,12.02%
55095,Dimapur-Vasco-da-Gama Intercity Express,DMV,Dimapur,VSG,Vasco-da-Gama,2A,63,5,9,85.61,271,28.92%
58060,Patna Jn-Kanyakumari Mail Express,PNBE,Patna Jn,CAPE,Kanyakumari,SL,82,6,6,80.96,472,5%
32742,Bhubaneswar-Dibrugarh Town Superfast Express,BBS,Bhubaneswar,DBRT,Dibrugarh Town,SL,94,6,9,64.28,214,33.28%
91018,Lucknow-Secunderabad Superfast Express,LKO,Lucknow,SC,Secunderabad,3A,42,6,6,99.72,41,79.03%
33891,Mariani Jn-Kochuveli Intercity Express,MXN,Mariani Jn,KCVL,Kochuveli,2A,25,5,2,85.27,225,52.0%
99262,Ranchi-Secunderabad Intercity Express,RNC,Ranchi,SC,Secunderabad,1A,43,3,3,93.63,342,26.37%
14920,Delhi Sarai Rohilla-Chennai Central Superfast Express,DEE,Delhi Sarai Rohilla,MAS,Chennai Central,2S,106,0,8,70.08,100,52.76%
90264,Darbhanga-Rourkela Intercity Express,DBG,Darbhanga,ROU,Rourkela,SL,4,2,11,69.04,413,33.47%
97703,Bandra Terminus-Jabalpur Mail Express,BDTS,Bandra Terminus,JBP,Jabalpur,SL,67,2,1,77.39,16,79.22%
80391,Visakhapatnam-Coimbatore Superfast Express,VSKP,Visakhapatnam,CBE,Coimbatore,CC,51,2,1,70.97,468,7.64%
51911,Hyderabad Deccan-New Jalpaiguri Intercity Express,HYB,Hyderabad Deccan,NJP,New Jalpaiguri,SL,49,1,2,77.96,208,50.0%
29354,Ajmer Jn-Delhi Sarai Rohilla Intercity Express,AII,Ajmer Jn,DEE,Delhi Sarai Rohilla,CC,54,2,11,86.49,431,6.42%
74674,New Bongaigaon-Bhubaneswar Intercity Express,NBQ,New Bongaigaon,BBS,Bhubaneswar,2S,33,2,9,94.16,76,79.22%
29755,Kolkata-Puri Superfast Express,KOAA,Kolkata,PURI,Puri,SL,73,4,1,66.98,91,65.44%
55722,Mariani Jn-Mysuru Superfast Express,MXN,Mariani Jn,MYS,Mysuru,2A,60,4,5,99.31,215,39.6%
29194,New Bongaigaon-Mumbai Central Express,NBQ,New Bongaigaon,MMCT,Mumbai Central,1A,33,0,4,72.58,396,23.17%
53821,Lucknow Jn-Chennai Central Mail Express,LJN,Lucknow Jn,MAS,Chennai Central,2S,71,3,11,96.97,119,56.88%
64734,Cuttack-Raxaul Superfast Express,CTC,Cuttack,RXL,Raxaul,2A,25,6,9,84.65,411,24.83%
43852,Jabalpur-Haridwar Intercity Express,JBP,Jabalpur,HW,Haridwar,2A,112,2,7,66.21,331,8.99%
98633,Sealdah-Jabalpur Mail Express,SDAH,Sealdah,JBP,Jabalpur,2A,55,0,1,82.52,457,5%
88154,Mumbai Central-Ahmedabad Express,MMCT,Mumbai Central,ADI,Ahmedabad,3A,70,0,9,79.89,328,26.14%
86473,Howrah-Shoranur Jn Intercity Express,HWH,Howrah,SRR,Shoranur Jn,SL,90,2,10,86.07,40,59.94%
95964,New Jalpaiguri-New Delhi Superfast Express,NJP,New Jalpaiguri,NDLS,New Delhi,SL,0,5,7,69.27,187,64.15%
79617,Yesvantpur-Mariani Jn Express,YPR,Yesvantpur,MXN,Mariani Jn,2A,110,2,7,92.88,211,29.53%
85690,Thiruvananthapuram Central-Ahmedabad Intercity Express,TVC,Thiruvananthapuram Central,ADI,Ahmedabad,CC,36,4,1,91.98,38,82.33%
59634,Dehradun-Delhi Jn Superfast Express,DDN,Dehradun,DLI,Delhi Jn,1A,55,3,6,61.88,54,76.01%
61303,Delhi Sarai Rohilla-Kochuveli Intercity Express,DEE,Delhi Sarai Rohilla,KCVL,Kochuveli,3A,119,5,4,73.59,159,29.22%
15250,New Delhi-Raxaul Express,NDLS,New Delhi,RXL,Raxaul,SL,34,6,7,95.4,445,10.8%
34851,Gaya Jn-Ahmedabad Mail Express,GAYA,Gaya Jn,ADI,Ahmedabad,2S,83,5,3,71.92,388,10.71%
60432,Jammu Tawi Shatabdi Express,JAT,Jammu Tawi,HWH,Howrah,2S,91,1,6,72.59,420,5%
90397,Kharagpur Jn-Dibrugarh Intercity Express,KGP,Kharagpur Jn,DBRG,Dibrugarh,SL,25,0,8,87.46,422,24.07%
47330,Kokrajhar-Pune Mail Express,KOJ,Kokrajhar,PUNE,Pune,2A,47,6,7,64.36,203,51.2%
12438,Firozpur Cantt-Shalimar Superfast Express,FZR,Firozpur Cantt,SHM,Shalimar,1A,80,4,11,89.98,30,70.01%
81939,New Tinsukia-Guwahati Express,NTSK,New Tinsukia,GHY,Guwahati,1A,27,5,5,92.55,47,78.18%
28364,Dimapur-Guwahati Mail Express,DMV,Dimapur,GHY,Guwahati,3A,52,2,3,61.34,11,77.31%
57884,Dibrugarh-Rangiya Jn Express,DBRG,Dibrugarh,RNY,Rangiya Jn,SL,31,2,10,96.33,131,69.3%
40701,Ernakulam Jn-Hyderabad Deccan Superfast Express,ERS,Ernakulam Jn,HYB,Hyderabad Deccan,3A,86,5,6,65.61,220,30.28%
53266,Puri-Jabalpur Mail Express,PURI,Puri,JBP,Jabalpur,2A,62,5,5,71.38,455,5%
43567,Patna Jn-Ajmer Jn Express,PNBE,Patna Jn,AII,Ajmer Jn,1A,89,4,6,66.28,191,35.42%
21270,Lumding Jn-Jammu Tawi Express,LMG,Lumding Jn,JAT,Jammu Tawi,3A,115,4,8,74.37,327,11.4%
73747,Bikaner-Jammu Tawi Mail Express,BKN,Bikaner,JAT,Jammu Tawi,1A,86,2,6,70.41,35,62.14%
64141,Agartala-Kanpur Central Superfast Express,AGTL,Agartala,CNB,Kanpur Central,2A,12,3,5,61.99,441,24.79%
69245,Haridwar-Shoranur Jn Express,HW,Haridwar,SRR,Shoranur Jn,2S,17,4,8,69.84,494,11.58%
80559,Firozpur Cantt-New Tinsukia Intercity Express,FZR,Firozpur Cantt,NTSK,New Tinsukia,3A,29,1,12,85.73,147,70.59%
71257,Raxaul-Pune Mail Express,RXL,Raxaul,PUNE,Pune,3A,54,3,12,87.16,268,38.77%
19865,Ernakulam Jn-Puri Intercity Express,ERS,Ernakulam Jn,PURI,Puri,2S,114,3,8,62.15,438,5%
74722,Chennai Central-Dehradun Express,MAS,Chennai Central,DDN,Dehradun,2S,61,1,12,70.96,317,29.89%
43187,Delhi Jn-Kochuveli Express,DLI,Delhi Jn,KCVL,Kochuveli,2S,72,6,1,90.94,52,66.43%
50352,Ahmedabad-Agartala Mail Express,ADI,Ahmedabad,AGTL,Agartala,1A,56,4,5,61.29,293,30.42%
31527,Ranchi-Visakhapatnam Superfast Express,RNC,Ranchi,VSKP,Visakhapatnam,CC,72,1,2,80.31,296,25.46%
94654,Secunderabad-Thiruvananthapuram Central Superfast Express,SC,Secunderabad,TVC,Thiruvananthapuram Central,2A,16,3,6,64.84,257,51.89%
83955,Ernakulam Jn-New Bongaigaon Mail Express,ERS,Ernakulam Jn,NBQ,New Bongaigaon,1A,98,1,5,98.7,443,5%
75404,Bangalore City-Guwahati Superfast Express,SBC,Bangalore City,GHY,Guwahati,1A,60,4,10,73.7,186,49.68%
57444,Pune-Gaya Jn Mail Express,PUNE,Pune,GAYA,Gaya Jn,CC,33,5,6,89.74,117,73.42%
52396,Kochuveli-Dibrugarh Town Superfast Express,KCVL,Kochuveli,DBRT,Dibrugarh Town,1A,28,2,4,86.03,394,29.19%
40407,Dibrugarh Town-Lucknow Intercity Express,DBRT,Dibrugarh Town,LKO,Lucknow,1A,88,0,9,88.67,239,33.56%
18486,Silchar-Vijayawada Superfast Express,SCL,Silchar,BZA,Vijayawada,2S,93,1,10,68.66,481,5%
23863,Hazrat Nizamuddin-Gaya Jn Superfast Express,NZM,Hazrat Nizamuddin,GAYA,Gaya Jn,2A,69,5,11,72.91,230,42.83%
19253,Haridwar-Secunderabad Intercity Express,HW,Haridwar,SC,Secunderabad,CC,26,5,12,60.82,241,54.49%
97586,New Bongaigaon-Bikaner Mail Express,NBQ,New Bongaigaon,BKN,Bikaner,CC,12,6,2,66.54,326,38.49%
64790,Bhopal-Hazrat Nizamuddin Superfast Express,BPL,Bhopal,NZM,Hazrat Nizamuddin,2S,84,4,2,66.09,497,5%
75661,Darbhanga-Mumbai Central Mail Express,DBG,Darbhanga,MMCT,Mumbai Central,SL,74,1,8,98.99,258,33.69%
36940,Jabalpur-Bikaner Express,JBP,Jabalpur,BKN,Bikaner,1A,109,0,8,79.5,189,27.42%
79387,New Tinsukia-Puri Mail Express,NTSK,New Tinsukia,PURI,Puri,2S,51,1,7,88.86,326,30.35%
54883,Madurai-Dibrugarh Mail Express,MDU,Madurai,DBRG,Dibrugarh,SL,32,5,11,76.19,477,13.57%
44286,Vijayawada-Rangiya Jn Intercity Express,BZA,Vijayawada,RNY,Rangiya Jn,2A,19,0,8,77.1,231,56.23%
65004,Sealdah-Delhi Jn Mail Express,SDAH,Sealdah,DLI,Delhi Jn,3A,61,4,10,89.55,20,81.32%
62716,Firozpur Cantt-Dehradun Intercity Express,FZR,Firozpur Cantt,DDN,Dehradun,SL,63,3,11,84.17,264,33.29%
95912,Kanyakumari-Lumding Jn Intercity Express,CAPE,Kanyakumari,LMG,Lumding Jn,CC,106,6,4,83.56,222,26.55%
36626,Ajmer Jn-Lumding Jn Superfast Express,AII,Ajmer Jn,LMG,Lumding Jn,CC,34,0,11,72.02,141,68.23%
15573,New Delhi-Dibrugarh Town Mail Express,NDLS,New Delhi,DBRT,Dibrugarh Town,CC,91,4,3,96.58,231,31.44%
51099,Mariani Jn-Shalimar Superfast Express,MXN,Mariani Jn,SHM,Shalimar,2A,12,3,6,89.69,9,90.55%
25914,Amritsar-Kanpur Central Intercity Express,ASR,Amritsar,CNB,Kanpur Central,2A,57,6,9,79.27,145,60.15%
59094,Dehradun-Ajmer Jn Express,DDN,Dehradun,AII,Ajmer Jn,1A,94,1,4,74.44,169,45.11%
32942,Puri-New Delhi Intercity Express,PURI,Puri,NDLS,New Delhi,2S,99,1,2,77.84,481,5%
18694,Amritsar-Patna Jn Mail Express,ASR,Amritsar,PNBE,Patna Jn,2S,42,3,2,71.95,253,45.0%
15872,Ajmer Jn-Tirupati Intercity Express,AII,Ajmer Jn,TPTY,Tirupati,2S,48,2,11,63.79,237,40.01%
70314,Kanpur Central-Kokrajhar Mail Express,CNB,Kanpur Central,KOJ,Kokrajhar,1A,5,1,8,92.07,402,31.62%
47710,Delhi Jn-Kharagpur Jn Intercity Express,DLI,Delhi Jn,KGP,Kharagpur Jn,2S,45,6,9,84.43,288,38.7%
51924,Bikaner-Alipurduar Jn Express,BKN,Bikaner,APDJ,Alipurduar Jn,1A,15,5,3,90.74,179,69.59%
15751,Alipurduar Jn-Ahmedabad Mail Express,APDJ,Alipurduar Jn,ADI,Ahmedabad,CC,111,5,7,95.9,27,55.43%
80284,Darbhanga Rajdhani Express,DBG,Darbhanga,SHM,Shalimar,3A,63,6,7,96.01,454,8.2%
64720,Vasco-da-Gama-New Jalpaiguri Intercity Express,VSG,Vasco-da-Gama,NJP,New Jalpaiguri,2A,81,4,11,89.21,239,29.84%
51740,Thiruvananthapuram Central-Dibrugarh Express,TVC,Thiruvananthapuram Central,DBRG,Dibrugarh,3A,49,6,3,87.02,406,12.79%
79606,Ahmedabad-Bikaner Express,ADI,Ahmedabad,BKN,Bikaner,3A,95,2,3,67.78,39,63.52%
20637,Shoranur Jn-Mysuru Intercity Express,SRR,Shoranur Jn,MYS,Mysuru,CC,84,0,8,79.68,439,5%
15518,Hazrat Nizamuddin-Rourkela Mail Express,NZM,Hazrat Nizamuddin,ROU,Rourkela,2S,83,2,5,63.88,440,5%
54991,Rangiya Jn-Silchar Superfast Express,RNY,Rangiya Jn,SCL,Silchar,1A,48,5,5,83.75,289,33.99%
42691,New Bongaigaon-Haridwar Mail Express,NBQ,New Bongaigaon,HW,Haridwar,2A,25,4,5,85.32,342,29.73%
42421,Yesvantpur-New Tinsukia Intercity Express,YPR,Yesvantpur,NTSK,New Tinsukia,SL,9,6,6,77.87,340,39.84%
10999,Mariani Jn-Bandra Terminus Mail Express,MXN,Mariani Jn,BDTS,Bandra Terminus,2S,42,0,11,85.45,270,40.45%
41466,Guwahati-Alipurduar Jn Intercity Express,GHY,Guwahati,APDJ,Alipurduar Jn,2S,19,2,2,64.39,277,48.96%
43807,New Bongaigaon-Bikaner Intercity Express,NBQ,New Bongaigaon,BKN,Bikaner,1A,83,4,7,97.51,45,64.36%
80329,Lucknow Jn-Kanpur Central Intercity Express,LJN,Lucknow Jn,CNB,Kanpur Central,SL,35,2,12,74.21,53,78.23%
94897,Lucknow Jn-Delhi Sarai Rohilla Intercity Express,LJN,Lucknow Jn,DEE,Delhi Sarai Rohilla,1A,51,5,8,84.77,412,16.2%
65108,Thiruvananthapuram Central-Rangiya Jn Superfast Express,TVC,Thiruvananthapuram Central,RNY,Rangiya Jn,1A,91,2,4,88.8,27,62.89%
81426,Utkal Express,PURI,Puri,HW,Haridwar,1A,50,5,6,60.04,94,66.09%
25344,Madurai-Kanyakumari Superfast Express,MDU,Madurai,CAPE,Kanyakumari,2S,53,6,11,72.16,189,54.29%
72846,Silchar-New Jalpaiguri Express,SCL,Silchar,NJP,New Jalpaiguri,3A,24,5,3,89.84,451,17.71%
37832,Kolkata-Mariani Jn Intercity Express,KOAA,Kolkata,MXN,Mariani Jn,SL,97,0,6,98.97,42,55.69%
82776,Bangalore City-Vijayawada Superfast Express,SBC,Bangalore City,BZA,Vijayawada,CC,102,5,3,60.84,385,5%
46202,Delhi Jn-Lucknow Jn Intercity Express,DLI,Delhi Jn,LJN,Lucknow Jn,CC,111,3,12,91.34,456,5%
63113,Coimbatore-Chennai Central Superfast Express,CBE,Coimbatore,MAS,Chennai Central,2S,110,3,2,79.41,11,64.88%
26054,Ranchi-Lumding Jn Superfast Express,RNC,Ranchi,LMG,Lumding Jn,2A,59,1,1,93.99,459,5%
57396,Mariani Jn-Kolkata Superfast Express,MXN,Mariani Jn,KOAA,Kolkata,2A,62,5,9,81.73,0,75.04%
53466,Silchar-Patna Jn Superfast Express,SCL,Silchar,PNBE,Patna Jn,2A,119,4,11,83.15,31,53.94%
63478,Coimbatore-Lucknow Jn Intercity Express,CBE,Coimbatore,LJN,Lucknow Jn,1A,107,0,7,79.16,439,5%
57021,Mumbai Central-Lucknow Intercity Express,MMCT,Mumbai Central,LKO,Lucknow,CC,108,6,8,62.18,221,22.74%
12506,Cuttack-Kokrajhar Mail Express,CTC,Cuttack,KOJ,Kokrajhar,3A,84,6,10,64.74,235,34.23%
58955,Ahmedabad-Secunderabad Mail Express,ADI,Ahmedabad,SC,Secunderabad,SL,25,0,10,84.35,345,34.92%
71815,Haridwar-Shalimar Intercity Express,HW,Haridwar,SHM,Shalimar,SL,119,4,7,77.73,290,13.73%
47321,Darbhanga-Bangalore City Express,DBG,Darbhanga,SBC,Bangalore City,3A,8,6,3,84.64,423,23.33%
97523,Visakhapatnam-Secunderabad Superfast Express,VSKP,Visakhapatnam,SC,Secunderabad,1A,62,4,9,80.52,384,13.44%
26977,Kolkata-Agartala Intercity Express,KOAA,Kolkata,AGTL,Agartala,SL,65,4,3,93.98,276,29.89%
69630,Yesvantpur-Delhi Sarai Rohilla Superfast Express,YPR,Yesvantpur,DEE,Delhi Sarai Rohilla,SL,67,5,7,73.93,206,43.71%
14694,Jammu Tawi-Bangalore City Express,JAT,Jammu Tawi,SBC,Bangalore City,2A,117,4,3,77.88,129,43.89%
72506,Vijayawada-Madurai Superfast Express,BZA,Vijayawada,MDU,Madurai,1A,4,4,12,94.91,483,17.57%
82776,Bangalore City-Vijayawada Superfast Express,SBC,Bangalore City,BZA,Vijayawada,3A,75,2,1,79.53,170,42.82%
34386,Raxaul-Cuttack Mail Express,RXL,Raxaul,CTC,Cuttack,2A,19,5,11,75.39,439,16.38%
94372,Gaya Jn-Mysuru Superfast Express,GAYA,Gaya Jn,MYS,Mysuru,SL,66,0,5,77.84,374,10.84%
69488,Howrah-Thiruvananthapuram Central Express,HWH,Howrah,TVC,Thiruvananthapuram Central,CC,96,6,7,67.3,150,41.09%
80836,Chhatrapati Shivaji Maharaj Terminus-Ranchi Superfast Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,RNC,Ranchi,2S,53,6,6,69.6,40,71.23%
30973,Bandra Terminus-Hyderabad Deccan Superfast Express,BDTS,Bandra Terminus,HYB,Hyderabad Deccan,2S,103,6,4,85.6,339,10.77%
12391,Kanyakumari-New Delhi Intercity Express,CAPE,Kanyakumari,NDLS,New Delhi,CC,60,4,2,76.33,120,62.96%
60070,Patna Jn-Dehradun Intercity Express,PNBE,Patna Jn,DDN,Dehradun,2S,46,0,9,93.19,32,81.6%
65869,Dehradun-Dibrugarh Superfast Express,DDN,Dehradun,DBRG,Dibrugarh,SL,2,0,5,92.29,411,34.86%
14635,Delhi Jn-Dimapur Superfast Express,DLI,Delhi Jn,DMV,Dimapur,3A,36,4,5,77.29,156,57.6%
35529,Darbhanga-Hazrat Nizamuddin Superfast Express,DBG,Darbhanga,NZM,Hazrat Nizamuddin,2S,42,0,10,92.22,33,83.11%
72150,Howrah-Lucknow Jn Mail Express,HWH,Howrah,LJN,Lucknow Jn,2A,113,0,12,79.78,289,15.43%
11276,New Bongaigaon-Dimapur Mail Express,NBQ,New Bongaigaon,DMV,Dimapur,CC,55,6,9,99.1,82,68.97%
62262,Bikaner-Vijayawada Mail Express,BKN,Bikaner,BZA,Vijayawada,CC,86,0,11,80.02,218,34.23%
35698,Mumbai Central-Amritsar Mail Express,MMCT,Mumbai Central,ASR,Amritsar,3A,54,5,7,72.33,41,78.88%
57110,Haridwar-Dibrugarh Town Superfast Express,HW,Haridwar,DBRT,Dibrugarh Town,1A,59,5,3,64.11,388,19.02%
19354,Hazrat Nizamuddin-Chhatrapati Shivaji Maharaj Terminus Intercity Express,NZM,Hazrat Nizamuddin,CSMT,Chhatrapati Shivaji Maharaj Terminus,2A,113,6,8,98.81,209,23.0%
96341,Kokrajhar-Dimapur Superfast Express,KOJ,Kokrajhar,DMV,Dimapur,3A,44,4,3,89.62,380,19.8%
46471,Secunderabad-Vijayawada Mail Express,SC,Secunderabad,BZA,Vijayawada,3A,62,5,11,84.92,245,39.39%
78513,Tirupati-Ranchi Express,TPTY,Tirupati,RNC,Ranchi,2S,0,0,4,79.37,145,71.42%
24963,Mariani Jn-Lumding Jn Express,MXN,Mariani Jn,LMG,Lumding Jn,3A,66,6,7,62.58,402,6.92%
53090,Visakhapatnam-Ajmer Jn Express,VSKP,Visakhapatnam,AII,Ajmer Jn,CC,22,6,3,82.34,222,57.53%
54255,Kolkata-New Tinsukia Superfast Express,KOAA,Kolkata,NTSK,New Tinsukia,2S,33,5,2,97.2,214,54.43%
80703,Darbhanga-Howrah Intercity Express,DBG,Darbhanga,HWH,Howrah,CC,46,0,10,97.29,92,70.06%
89682,Mumbai Central-Jammu Tawi Mail Express,BCT,Mumbai Central,JAT,Jammu Tawi,1A,103,3,4,65.45,440,5%
25162,Delhi Sarai Rohilla-Kokrajhar Mail Express,DEE,Delhi Sarai Rohilla,KOJ,Kokrajhar,2A,62,5,8,77.72,384,10.88%
35035,Bikaner-Rourkela Superfast Express,BKN,Bikaner,ROU,Rourkela,CC,21,3,9,72.24,347,31.89%
69352,Bandra Terminus-Cuttack Mail Express,BDTS,Bandra Terminus,CTC,Cuttack,2S,88,2,5,74.83,101,54.22%
70820,Ernakulam Jn-New Delhi Intercity Express,ERS,Ernakulam Jn,NDLS,New Delhi,1A,0,0,2,69.64,324,44.13%
64932,Yesvantpur-Guwahati Express,YPR,Yesvantpur,GHY,Guwahati,SL,99,0,11,76.22,141,48.16%
71066,New Tinsukia-Hyderabad Deccan Express,NTSK,New Tinsukia,HYB,Hyderabad Deccan,2A,114,2,6,84.9,390,5%
43071,Tirupati-Delhi Sarai Rohilla Express,TPTY,Tirupati,DEE,Delhi Sarai Rohilla,2A,60,2,1,96.23,104,62.71%
45274,Pune-Kharagpur Jn Superfast Express,PUNE,Pune,KGP,Kharagpur Jn,CC,59,2,3,79.8,60,73.49%
66769,Guwahati-Dibrugarh Town Mail Express,GHY,Guwahati,DBRT,Dibrugarh Town,2S,18,2,4,99.23,112,72.84%
83774,Bhubaneswar-Alipurduar Jn Mail Express,BBS,Bhubaneswar,APDJ,Alipurduar Jn,1A,44,6,12,89.55,291,36.66%
23541,Chhatrapati Shivaji Maharaj Terminus-Shalimar Mail Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,SHM,Shalimar,3A,70,0,8,97.73,84,59.64%
33458,Mumbai Central-Howrah Intercity Express,MMCT,Mumbai Central,HWH,Howrah,3A,90,2,12,60.76,215,32.42%
71081,Haridwar-Kolkata Intercity Express,HW,Haridwar,KOAA,Kolkata,2S,39,6,9,80.93,457,7.54%
77331,Pune-Chennai Egmore Mail Express,PUNE,Pune,MS,Chennai Egmore,1A,69,1,9,79.03,347,17.96%
51203,Silchar-Chhatrapati Shivaji Maharaj Terminus Mail Express,SCL,Silchar,CSMT,Chhatrapati Shivaji Maharaj Terminus,2S,95,1,10,73.89,225,27.73%
62053,Patna Jn-Kanyakumari Superfast Express,PNBE,Patna Jn,CAPE,Kanyakumari,1A,96,1,11,90.65,448,5%
66380,Bangalore City-Hyderabad Deccan Express,SBC,Bangalore City,HYB,Hyderabad Deccan,SL,2,4,1,88.96,194,65.67%
89034,Rourkela-New Delhi Mail Express,ROU,Rourkela,NDLS,New Delhi,2S,96,1,12,65.44,73,57.48%
37093,New Tinsukia-Shoranur Jn Superfast Express,NTSK,New Tinsukia,SRR,Shoranur Jn,SL,8,0,6,74.93,10,92.65%
56607,Kokrajhar-Kolkata Express,KOJ,Kokrajhar,KOAA,Kolkata,2S,3,6,4,97.65,382,38.69%
69996,Delhi Jn-Vasco-da-Gama Superfast Express,DLI,Delhi Jn,VSG,Vasco-da-Gama,3A,61,2,7,97.49,227,45.35%
30250,Rourkela-Kharagpur Jn Mail Express,ROU,Rourkela,KGP,Kharagpur Jn,2A,30,3,10,89.44,45,83.38%
50578,Chhatrapati Shivaji Maharaj Terminus-Patna Jn Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,PNBE,Patna Jn,1A,103,5,6,81.0,441,5%
17336,Bangalore City-Kochuveli Express,SBC,Bangalore City,KCVL,Kochuveli,CC,94,0,3,97.4,281,23.88%
77163,Delhi Jn-Amritsar Express,DLI,Delhi Jn,ASR,Amritsar,2S,102,6,6,94.76,199,32.36%
37693,Pune-Madurai Intercity Express,PUNE,Pune,MDU,Madurai,2A,101,6,7,90.38,249,22.53%
41379,Visakhapatnam-Delhi Jn Mail Express,VSKP,Visakhapatnam,DLI,Delhi Jn,3A,41,3,3,64.55,320,37.39%
33567,Hyderabad Deccan-Haridwar Superfast Express,HYB,Hyderabad Deccan,HW,Haridwar,1A,84,1,5,81.67,448,5%
34818,Kanpur Central-Silchar Intercity Express,CNB,Kanpur Central,SCL,Silchar,2S,75,4,11,70.75,67,66.17%
70844,Kanpur Central-Shalimar Mail Express,CNB,Kanpur Central,SHM,Shalimar,2A,9,4,11,80.71,229,62.66%
19764,Alipurduar Jn-Kokrajhar Express,APDJ,Alipurduar Jn,KOJ,Kokrajhar,1A,72,4,11,96.63,221,36.19%
59739,New Jalpaiguri-Ajmer Jn Superfast Express,NJP,New Jalpaiguri,AII,Ajmer Jn,3A,49,5,9,62.97,486,5%
98250,Chennai Central-Coimbatore Mail Express,MAS,Chennai Central,CBE,Coimbatore,CC,18,4,9,65.64,195,66.5%
89023,Kanpur Central-Bhopal Intercity Express,CNB,Kanpur Central,BPL,Bhopal,1A,62,4,6,72.25,94,65.68%
76144,Kharagpur Jn-New Jalpaiguri Intercity Express,KGP,Kharagpur Jn,NJP,New Jalpaiguri,1A,24,5,1,69.82,333,35.1%
46271,Shalimar-Bandra Terminus Superfast Express,SHM,Shalimar,BDTS,Bandra Terminus,2S,53,1,6,98.14,386,19.27%
84399,Sealdah-Patna Jn Express,SDAH,Sealdah,PNBE,Patna Jn,CC,27,2,3,72.0,71,79.64%
68878,Vaigai Express,MDU,Madurai,MS,Chennai Egmore,2S,113,4,9,98.65,280,20.03%
62855,Alipurduar Jn-Chennai Central Intercity Express,APDJ,Alipurduar Jn,MAS,Chennai Central,CC,114,0,8,62.74,452,5%
32033,Yesvantpur-Bandra Terminus Superfast Express,YPR,Yesvantpur,BDTS,Bandra Terminus,2A,31,6,7,88.16,13,87.61%
75837,Kochuveli-Sealdah Mail Express,KCVL,Kochuveli,SDAH,Sealdah,2S,84,4,5,73.35,285,22.11%
91304,Bhubaneswar-Mumbai Central Mail Express,BBS,Bhubaneswar,BCT,Mumbai Central,2A,17,6,2,92.09,249,56.24%
