train_no,train_name,source,source_name,destination,destination_name,class,quota,days_before_journey,day_of_week,month,is_festival,past_avg_waitlist,past_punctuality,confirmation_chance,cancellation_rate,punctuality_rate
12378,Padatik Express,RNC,Ranchi,NDLS,New Delhi,2AC,TQ,0,0,3,0,13,60.16,99.96,0.0,58.06
12423,Rajdhani Express,MAS,Chennai Central,SBC,Bangalore,SL,TQ,1,5,9,0,87,67.93,68.48,27.1,65.75
15644,Kamakhya Express,SDAH,Sealdah,AGTL,Agartala,1AC,GN,7,6,9,1,58,67.65,100.0,0.0,72.08
15644,Kamakhya Express,MAS,Chennai Central,JP,Jaipur,3AC,LD,7,6,3,1,192,71.69,71.85,23.48,75.58
15644,Kamakhya Express,MAS,Chennai Central,AGTL,Agartala,2AC,TQ,7,2,8,0,16,96.21,100.0,0.0,94.66
12501,Poorvottar Sampark Kranti,JP,Jaipur,SDAH,Sealdah,3AC,TQ,1,5,4,1,38,72.56,93.94,10.96,70.31
15910,Avadh Assam Express,MAS,Chennai Central,BBS,Bhubaneswar,1AC,LD,6,1,3,0,65,80.2,89.59,8.26,82.9
15960,Kanchanjunga Express,DBRG,Dibrugarh,JP,Jaipur,2AC,LD,3,5,11,1,87,90.57,80.73,16.97,89.0
12423,Rajdhani Express,JP,Jaipur,SDAH,Sealdah,3AC,TQ,1,2,9,0,159,68.03,59.85,36.39,65.22
12505,North East Express,GHY,Guwahati,JP,Jaipur,SL,TQ,4,6,1,0,68,62.8,90.28,9.72,66.41
15960,Kanchanjunga Express,SBC,Bangalore,BSB,Varanasi,1AC,LD,1,6,6,1,165,91.98,63.39,37.6,89.29
12505,North East Express,AGTL,Agartala,GHY,Guwahati,1AC,GN,5,4,4,0,173,95.24,54.99,48.04,98.08
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,SCL,Silchar,SL,TQ,1,1,1,1,122,66.66,60.41,43.0,63.04
15666,BG Express,ADI,Ahmedabad,RNC,Ranchi,SL,TQ,3,1,5,1,72,92.41,90.5,10.91,92.55
15644,Kamakhya Express,PNBE,Patna,NDLS,New Delhi,SL,GN,1,3,6,1,136,81.9,71.22,32.12,86.0
15910,Avadh Assam Express,GHY,Guwahati,ADI,Ahmedabad,SL,TQ,7,0,6,1,94,98.79,99.08,0.0,100.53
12423,Rajdhani Express,KOAA,Kolkata,GHY,Guwahati,SL,TQ,1,6,7,0,62,78.3,93.88,3.24,82.38
12423,Rajdhani Express,MAS,Chennai Central,NDLS,New Delhi,1AC,GN,0,1,6,1,4,80.96,99.6,1.77,79.57
12505,North East Express,MAS,Chennai Central,RNC,Ranchi,SL,LD,1,2,4,1,82,63.29,85.14,15.47,60.04
12001,Shatabdi Express,PNBE,Patna,MAS,Chennai Central,1AC,GN,6,5,12,1,14,76.3,100.0,0.0,74.63
12505,North East Express,KOAA,Kolkata,GHY,Guwahati,2AC,TQ,6,5,4,1,173,74.46,59.92,41.3,78.83
12505,North East Express,GHY,Guwahati,AGTL,Agartala,2AC,GN,3,0,4,1,47,86.42,87.26,16.25,89.14
15644,Kamakhya Express,BSB,Varanasi,JP,Jaipur,3AC,LD,5,6,8,1,173,98.06,63.28,32.71,94.69
15644,Kamakhya Express,PNBE,Patna,DBRG,Dibrugarh,2AC,GN,3,1,4,0,71,90.24,94.18,2.55,87.67
12505,North East Express,SCL,Silchar,BSB,Varanasi,1AC,TQ,0,6,11,1,172,78.66,49.35,47.48,76.68
15644,Kamakhya Express,SCL,Silchar,SBC,Bangalore,2AC,TQ,3,0,7,1,145,95.8,64.87,38.03,93.34
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,GHY,Guwahati,SL,TQ,3,5,4,0,196,71.67,51.8,51.26,69.27
15910,Avadh Assam Express,AGTL,Agartala,SDAH,Sealdah,1AC,GN,0,0,8,0,88,76.13,63.98,37.83,73.02
12001,Shatabdi Express,CSMT,Mumbai CST,MAS,Chennai Central,3AC,GN,1,3,3,1,192,98.04,35.55,59.71,100.81
15910,Avadh Assam Express,SDAH,Sealdah,RNC,Ranchi,SL,GN,7,6,10,1,196,67.06,53.68,47.48,62.72
15960,Kanchanjunga Express,AGTL,Agartala,SCL,Silchar,3AC,LD,0,1,9,0,55,85.74,86.94,13.84,81.6
12378,Padatik Express,VSKP,Visakhapatnam,SBC,Bangalore,3AC,GN,7,0,8,0,172,67.03,76.34,25.22,62.2
12378,Padatik Express,MAS,Chennai Central,HWH,Howrah,3AC,LD,1,3,4,1,200,81.59,46.25,50.76,84.61
12378,Padatik Express,MAS,Chennai Central,ADI,Ahmedabad,3AC,TQ,7,1,8,1,70,83.65,96.43,2.4,85.79
15666,BG Express,ADI,Ahmedabad,PNBE,Patna,1AC,GN,3,6,8,1,115,69.73,65.62,30.76,65.4
15644,Kamakhya Express,MAS,Chennai Central,AGTL,Agartala,2AC,GN,1,5,1,1,40,86.18,98.31,0.51,89.67
12423,Rajdhani Express,BBS,Bhubaneswar,GHY,Guwahati,2AC,GN,7,2,12,0,41,71.2,100.0,2.74,76.19
12378,Padatik Express,BSB,Varanasi,JP,Jaipur,SL,TQ,2,3,10,1,32,98.7,100.0,0.0,98.45
12423,Rajdhani Express,KOAA,Kolkata,JP,Jaipur,2AC,GN,2,5,11,1,34,77.87,93.32,2.95,82.03
12505,North East Express,DBRG,Dibrugarh,NDLS,New Delhi,2AC,TQ,4,0,3,0,0,63.44,100.0,0.0,66.9
15910,Avadh Assam Express,SBC,Bangalore,BSB,Varanasi,3AC,GN,5,4,12,0,19,74.12,100.0,0.48,75.76
15666,BG Express,SCL,Silchar,DBRG,Dibrugarh,1AC,TQ,6,5,1,0,155,91.67,63.96,38.9,87.42
15910,Avadh Assam Express,DBRG,Dibrugarh,NDLS,New Delhi,3AC,GN,4,4,4,0,11,85.3,100.0,0.0,82.83
15960,Kanchanjunga Express,SDAH,Sealdah,MAS,Chennai Central,2AC,GN,0,6,5,0,40,92.96,95.4,6.5,94.67
12423,Rajdhani Express,CSMT,Mumbai CST,GHY,Guwahati,3AC,TQ,2,6,1,0,15,74.72,100.0,0.0,71.27
12345,Saraighat Express,BBS,Bhubaneswar,VSKP,Visakhapatnam,SL,TQ,1,6,9,1,173,84.87,53.7,50.24,85.21
12423,Rajdhani Express,MAS,Chennai Central,SCL,Silchar,SL,GN,7,0,8,1,55,91.49,100.0,1.94,89.07
12501,Poorvottar Sampark Kranti,GHY,Guwahati,PNBE,Patna,3AC,LD,0,1,9,0,57,93.21,87.64,9.05,94.36
15960,Kanchanjunga Express,RNC,Ranchi,CSMT,Mumbai CST,3AC,LD,1,5,3,0,196,69.4,41.45,63.43,69.13
12501,Poorvottar Sampark Kranti,GHY,Guwahati,KOAA,Kolkata,2AC,LD,6,6,5,0,36,78.83,100.0,0.0,82.76
12378,Padatik Express,GHY,Guwahati,HWH,Howrah,1AC,GN,7,5,4,1,121,68.84,77.7,17.43,67.11
12001,Shatabdi Express,SDAH,Sealdah,RNC,Ranchi,SL,GN,4,3,5,0,56,79.63,95.5,4.35,75.29
15666,BG Express,CSMT,Mumbai CST,SBC,Bangalore,2AC,LD,6,2,11,1,83,80.62,84.6,14.43,78.16
15666,BG Express,AGTL,Agartala,BSB,Varanasi,SL,TQ,0,1,12,0,79,81.67,84.41,11.66,79.29
15960,Kanchanjunga Express,SDAH,Sealdah,SCL,Silchar,3AC,LD,7,4,6,0,53,95.53,96.42,7.95,99.89
15910,Avadh Assam Express,HWH,Howrah,PNBE,Patna,3AC,LD,1,0,5,1,111,79.48,66.14,38.82,75.28
15666,BG Express,AGTL,Agartala,CSMT,Mumbai CST,3AC,LD,6,0,6,0,100,67.65,83.95,13.56,63.15
12423,Rajdhani Express,SDAH,Sealdah,GHY,Guwahati,SL,LD,3,3,7,0,149,60.9,64.22,31.65,60.09
12345,Saraighat Express,CSMT,Mumbai CST,VSKP,Visakhapatnam,1AC,LD,3,5,9,0,117,85.2,81.25,20.7,83.62
12001,Shatabdi Express,BSB,Varanasi,AGTL,Agartala,2AC,GN,3,4,7,0,116,64.66,66.68,35.86,61.34
12345,Saraighat Express,SCL,Silchar,CSMT,Mumbai CST,2AC,LD,0,3,11,0,186,63.32,43.73,61.27,61.47
15644,Kamakhya Express,CSMT,Mumbai CST,BBS,Bhubaneswar,2AC,LD,2,4,3,0,32,69.38,89.11,13.8,70.54
12423,Rajdhani Express,RNC,Ranchi,VSKP,Visakhapatnam,3AC,TQ,4,5,7,0,60,75.53,90.13,9.51,77.55
12378,Padatik Express,SBC,Bangalore,NDLS,New Delhi,SL,TQ,2,4,8,0,69,87.38,89.16,15.5,87.89
15960,Kanchanjunga Express,CSMT,Mumbai CST,PNBE,Patna,3AC,TQ,4,6,1,0,116,93.44,86.09,14.23,91.55
15910,Avadh Assam Express,SCL,Silchar,ADI,Ahmedabad,2AC,TQ,0,4,1,1,34,88.82,86.79,10.74,90.27
12001,Shatabdi Express,BSB,Varanasi,RNC,Ranchi,SL,TQ,2,4,2,0,170,81.06,46.71,51.06,81.18
12378,Padatik Express,PNBE,Patna,GHY,Guwahati,2AC,TQ,3,1,4,1,27,91.08,96.07,0.02,93.03
12423,Rajdhani Express,SBC,Bangalore,SCL,Silchar,3AC,GN,6,4,5,1,129,68.22,76.84,19.88,71.86
12378,Padatik Express,JP,Jaipur,CSMT,Mumbai CST,3AC,GN,4,4,4,0,131,98.03,76.35,28.01,95.1
12423,Rajdhani Express,HWH,Howrah,GHY,Guwahati,1AC,LD,5,5,1,1,168,79.3,58.94,42.96,82.13
15666,BG Express,BBS,Bhubaneswar,MAS,Chennai Central,SL,TQ,5,1,5,0,116,91.48,79.08,15.99,94.83
15910,Avadh Assam Express,BSB,Varanasi,AGTL,Agartala,2AC,TQ,4,5,5,1,93,78.3,85.39,15.1,82.34
12001,Shatabdi Express,BSB,Varanasi,AGTL,Agartala,SL,LD,5,5,1,1,134,92.68,67.7,33.26,90.19
12345,Saraighat Express,AGTL,Agartala,NDLS,New Delhi,1AC,LD,6,2,7,0,47,75.74,100.0,0.0,71.68
12378,Padatik Express,VSKP,Visakhapatnam,SDAH,Sealdah,2AC,GN,1,0,12,1,139,80.19,61.42,41.73,84.02
15910,Avadh Assam Express,NDLS,New Delhi,JP,Jaipur,3AC,LD,6,5,7,0,73,87.61,98.17,2.17,89.29
12423,Rajdhani Express,NDLS,New Delhi,SCL,Silchar,3AC,GN,5,4,5,1,178,60.45,53.92,47.94,62.43
12345,Saraighat Express,BSB,Varanasi,AGTL,Agartala,3AC,LD,0,3,10,0,145,74.3,49.93,45.92,72.99
12378,Padatik Express,PNBE,Patna,BSB,Varanasi,1AC,TQ,2,5,7,0,93,91.42,83.91,15.96,91.06
12423,Rajdhani Express,DBRG,Dibrugarh,SBC,Bangalore,3AC,GN,0,0,12,1,39,98.39,83.25,21.5,94.8
12505,North East Express,VSKP,Visakhapatnam,RNC,Ranchi,1AC,LD,6,1,1,0,21,60.38,100.0,4.01,61.47
15960,Kanchanjunga Express,SDAH,Sealdah,SBC,Bangalore,1AC,GN,2,4,4,1,122,70.38,62.81,38.63,68.07
15910,Avadh Assam Express,AGTL,Agartala,NDLS,New Delhi,3AC,LD,1,0,11,0,99,70.01,65.81,31.63,65.83
12501,Poorvottar Sampark Kranti,GHY,Guwahati,BBS,Bhubaneswar,SL,TQ,7,1,10,0,121,75.74,86.33,15.16,77.55
12505,North East Express,KOAA,Kolkata,BSB,Varanasi,2AC,TQ,5,5,6,0,169,83.18,60.63,38.11,82.24
12345,Saraighat Express,DBRG,Dibrugarh,BSB,Varanasi,2AC,GN,7,2,6,1,79,88.33,100.0,0.0,83.63
15910,Avadh Assam Express,HWH,Howrah,ADI,Ahmedabad,2AC,LD,5,3,6,0,26,95.23,100.0,2.45,93.02
12505,North East Express,SBC,Bangalore,SCL,Silchar,SL,GN,2,1,7,1,184,60.7,48.07,55.32,63.5
12378,Padatik Express,RNC,Ranchi,NDLS,New Delhi,2AC,GN,4,4,6,0,24,65.56,100.0,0.0,60.58
15960,Kanchanjunga Express,MAS,Chennai Central,RNC,Ranchi,SL,TQ,3,6,10,1,66,94.4,94.7,6.45,92.37
12423,Rajdhani Express,BBS,Bhubaneswar,SCL,Silchar,1AC,TQ,0,5,7,0,86,72.73,74.56,21.98,69.04
15960,Kanchanjunga Express,KOAA,Kolkata,CSMT,Mumbai CST,SL,LD,5,2,12,0,190,90.02,60.1,39.74,86.16
12423,Rajdhani Express,SDAH,Sealdah,MAS,Chennai Central,2AC,LD,6,2,6,1,32,84.59,100.0,0.0,86.02
15910,Avadh Assam Express,MAS,Chennai Central,AGTL,Agartala,SL,GN,5,3,6,0,74,65.94,86.04,12.22,69.74
12001,Shatabdi Express,CSMT,Mumbai CST,JP,Jaipur,1AC,LD,2,6,12,1,173,82.0,56.5,39.66,78.09
12505,North East Express,SCL,Silchar,NDLS,New Delhi,3AC,LD,3,1,9,0,17,87.91,100.0,0.0,90.02
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,DBRG,Dibrugarh,3AC,LD,3,2,1,1,59,97.91,95.6,5.88,100.91
12378,Padatik Express,JP,Jaipur,DBRG,Dibrugarh,SL,TQ,4,6,6,1,118,68.92,79.17,22.51,71.82
15960,Kanchanjunga Express,MAS,Chennai Central,JP,Jaipur,3AC,GN,6,3,6,1,60,79.65,91.49,6.34,76.13
12001,Shatabdi Express,HWH,Howrah,SBC,Bangalore,2AC,TQ,5,2,1,0,57,69.71,94.89,0.63,69.58
12001,Shatabdi Express,VSKP,Visakhapatnam,MAS,Chennai Central,SL,GN,6,6,11,0,10,63.31,100.0,0.0,67.13
15960,Kanchanjunga Express,SBC,Bangalore,AGTL,Agartala,2AC,LD,3,1,7,0,148,63.96,65.89,30.13,68.53
15960,Kanchanjunga Express,MAS,Chennai Central,CSMT,Mumbai CST,SL,TQ,2,3,12,0,47,96.26,95.94,4.3,100.8
15910,Avadh Assam Express,BBS,Bhubaneswar,GHY,Guwahati,3AC,GN,2,3,6,1,3,62.2,100.0,1.78,64.8
12001,Shatabdi Express,AGTL,Agartala,ADI,Ahmedabad,1AC,TQ,7,3,1,1,88,83.65,99.66,3.04,78.71
15960,Kanchanjunga Express,ADI,Ahmedabad,NDLS,New Delhi,SL,GN,5,2,10,1,157,94.24,71.28,29.72,99.15
12501,Poorvottar Sampark Kranti,SBC,Bangalore,RNC,Ranchi,1AC,GN,0,5,11,1,147,92.32,65.51,36.96,90.7
12501,Poorvottar Sampark Kranti,AGTL,Agartala,BSB,Varanasi,2AC,TQ,0,2,7,1,97,97.52,76.84,24.56,94.7
12345,Saraighat Express,DBRG,Dibrugarh,NDLS,New Delhi,2AC,TQ,1,1,11,1,70,61.93,90.35,6.14,63.78
12423,Rajdhani Express,PNBE,Patna,SCL,Silchar,3AC,LD,7,0,9,1,76,93.78,100.0,0.66,95.67
15666,BG Express,PNBE,Patna,SCL,Silchar,3AC,LD,0,4,9,0,78,63.29,83.64,12.72,63.79
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,CSMT,Mumbai CST,3AC,GN,3,4,8,1,92,66.46,91.28,3.9,67.27
12423,Rajdhani Express,KOAA,Kolkata,VSKP,Visakhapatnam,2AC,LD,5,6,6,1,113,88.52,72.1,31.34,83.75
12345,Saraighat Express,DBRG,Dibrugarh,HWH,Howrah,2AC,GN,3,0,1,1,176,98.9,61.25,39.6,101.83
15910,Avadh Assam Express,DBRG,Dibrugarh,SDAH,Sealdah,3AC,TQ,2,6,6,0,162,73.15,55.61,48.41,68.58
12423,Rajdhani Express,DBRG,Dibrugarh,ADI,Ahmedabad,1AC,TQ,3,2,12,1,100,94.26,84.29,17.78,89.73
15666,BG Express,AGTL,Agartala,SCL,Silchar,1AC,TQ,6,3,8,0,58,96.13,100.0,0.0,99.21
15666,BG Express,PNBE,Patna,NDLS,New Delhi,1AC,LD,4,6,6,0,64,90.38,100.0,3.49,95.21
12001,Shatabdi Express,BBS,Bhubaneswar,SBC,Bangalore,SL,LD,7,6,5,0,193,94.37,57.69,43.8,91.11
12501,Poorvottar Sampark Kranti,AGTL,Agartala,MAS,Chennai Central,1AC,TQ,3,3,12,1,200,62.76,54.02,50.03,61.16
12505,North East Express,DBRG,Dibrugarh,GHY,Guwahati,3AC,GN,2,2,10,1,59,72.01,79.92,17.36,69.94
15644,Kamakhya Express,CSMT,Mumbai CST,AGTL,Agartala,SL,LD,1,2,5,0,153,74.41,52.98,43.6,78.79
15910,Avadh Assam Express,SBC,Bangalore,PNBE,Patna,2AC,GN,7,2,7,0,25,77.71,100.0,2.34,72.96
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,CSMT,Mumbai CST,1AC,LD,0,4,9,1,42,97.06,89.14,14.06,96.74
12001,Shatabdi Express,BBS,Bhubaneswar,GHY,Guwahati,3AC,LD,7,5,8,1,34,76.91,100.0,0.0,76.51
12345,Saraighat Express,ADI,Ahmedabad,BBS,Bhubaneswar,SL,LD,7,0,1,1,33,96.13,100.0,3.66,96.19
15644,Kamakhya Express,VSKP,Visakhapatnam,AGTL,Agartala,3AC,LD,5,2,10,0,93,65.53,84.71,20.04,60.87
15910,Avadh Assam Express,KOAA,Kolkata,PNBE,Patna,2AC,TQ,5,1,6,1,86,75.81,93.25,2.75,79.71
15644,Kamakhya Express,GHY,Guwahati,SDAH,Sealdah,3AC,LD,2,3,11,1,94,60.58,73.77,29.6,63.98
12378,Padatik Express,NDLS,New Delhi,KOAA,Kolkata,3AC,GN,7,2,1,1,43,97.31,100.0,0.0,97.52
12001,Shatabdi Express,RNC,Ranchi,HWH,Howrah,SL,LD,1,6,6,0,103,69.51,78.18,20.76,70.85
15644,Kamakhya Express,BSB,Varanasi,AGTL,Agartala,2AC,GN,2,2,12,1,105,86.06,83.36,21.0,90.72
15644,Kamakhya Express,VSKP,Visakhapatnam,KOAA,Kolkata,SL,GN,7,2,12,0,3,64.58,100.0,0.0,62.43
12505,North East Express,VSKP,Visakhapatnam,BSB,Varanasi,SL,LD,1,6,5,1,190,69.11,40.98,61.2,65.63
15910,Avadh Assam Express,SBC,Bangalore,VSKP,Visakhapatnam,SL,TQ,5,5,3,1,184,80.93,65.59,33.33,77.04
15666,BG Express,NDLS,New Delhi,RNC,Ranchi,3AC,GN,1,5,1,1,36,60.41,89.19,12.04,65.34
12001,Shatabdi Express,PNBE,Patna,HWH,Howrah,2AC,GN,2,4,7,0,113,80.16,68.87,29.78,79.9
15644,Kamakhya Express,KOAA,Kolkata,GHY,Guwahati,1AC,TQ,3,4,1,1,124,92.12,73.09,26.22,89.23
15666,BG Express,RNC,Ranchi,BBS,Bhubaneswar,3AC,GN,6,2,3,1,37,97.19,100.0,4.49,93.69
12423,Rajdhani Express,GHY,Guwahati,SCL,Silchar,3AC,TQ,1,0,7,1,121,60.84,75.81,22.73,61.39
15910,Avadh Assam Express,HWH,Howrah,BSB,Varanasi,2AC,LD,7,1,7,0,45,81.98,100.0,1.61,86.18
12501,Poorvottar Sampark Kranti,PNBE,Patna,ADI,Ahmedabad,2AC,LD,5,4,5,0,119,62.08,73.93,25.72,64.27
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,GHY,Guwahati,3AC,GN,4,3,3,0,96,93.62,90.25,13.72,94.55
15644,Kamakhya Express,MAS,Chennai Central,RNC,Ranchi,SL,TQ,7,4,4,0,188,95.21,71.05,29.31,93.56
12001,Shatabdi Express,GHY,Guwahati,DBRG,Dibrugarh,2AC,LD,0,6,7,0,61,97.68,85.26,14.06,94.9
12423,Rajdhani Express,AGTL,Agartala,RNC,Ranchi,2AC,LD,6,6,8,1,4,65.01,100.0,0.78,60.11
15644,Kamakhya Express,PNBE,Patna,BSB,Varanasi,2AC,LD,5,2,11,0,55,96.11,89.58,13.69,99.14
12345,Saraighat Express,MAS,Chennai Central,SCL,Silchar,2AC,GN,1,3,7,1,138,96.94,69.71,25.42,97.58
15960,Kanchanjunga Express,CSMT,Mumbai CST,ADI,Ahmedabad,1AC,LD,6,4,10,0,174,96.03,64.75,36.76,98.68
12505,North East Express,KOAA,Kolkata,BBS,Bhubaneswar,SL,LD,5,2,7,1,170,65.94,65.55,30.36,64.39
15644,Kamakhya Express,JP,Jaipur,SDAH,Sealdah,1AC,GN,6,6,7,1,124,62.8,88.69,15.03,62.97
12423,Rajdhani Express,BBS,Bhubaneswar,KOAA,Kolkata,2AC,GN,6,5,4,1,104,85.41,90.2,14.63,81.09
15644,Kamakhya Express,SBC,Bangalore,AGTL,Agartala,2AC,LD,0,1,12,0,95,62.16,73.73,27.42,60.39
12001,Shatabdi Express,KOAA,Kolkata,AGTL,Agartala,2AC,GN,5,1,11,0,136,97.82,68.58,32.23,94.49
12505,North East Express,RNC,Ranchi,CSMT,Mumbai CST,2AC,LD,6,5,3,0,18,70.29,100.0,4.57,65.92
12505,North East Express,BBS,Bhubaneswar,ADI,Ahmedabad,3AC,GN,7,1,8,1,97,96.52,89.21,15.78,97.23
12505,North East Express,MAS,Chennai Central,KOAA,Kolkata,1AC,LD,2,5,11,1,8,64.28,100.0,0.0,65.87
12345,Saraighat Express,BSB,Varanasi,KOAA,Kolkata,3AC,TQ,0,5,6,0,73,66.67,72.56,27.6,67.14
12345,Saraighat Express,BSB,Varanasi,ADI,Ahmedabad,1AC,TQ,1,3,3,1,92,98.08,71.28,30.53,94.14
12001,Shatabdi Express,NDLS,New Delhi,DBRG,Dibrugarh,SL,LD,7,6,1,0,107,93.41,90.4,10.85,91.11
12001,Shatabdi Express,BBS,Bhubaneswar,JP,Jaipur,2AC,TQ,5,0,8,1,149,88.11,68.14,31.74,87.92
15666,BG Express,DBRG,Dibrugarh,HWH,Howrah,1AC,TQ,0,4,3,1,163,82.57,48.24,54.88,84.11
12001,Shatabdi Express,MAS,Chennai Central,BSB,Varanasi,3AC,GN,6,6,7,1,60,82.98,93.53,10.16,78.33
12001,Shatabdi Express,VSKP,Visakhapatnam,JP,Jaipur,1AC,TQ,4,5,4,1,47,77.12,100.0,4.73,78.96
12345,Saraighat Express,RNC,Ranchi,KOAA,Kolkata,2AC,GN,7,0,7,0,25,61.28,100.0,0.97,57.44
12001,Shatabdi Express,AGTL,Agartala,KOAA,Kolkata,2AC,LD,6,4,3,1,105,81.99,77.15,19.93,84.37
15910,Avadh Assam Express,AGTL,Agartala,HWH,Howrah,1AC,LD,3,2,7,0,163,72.7,53.35,42.36,68.47
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,KOAA,Kolkata,SL,GN,3,1,8,1,60,71.79,95.71,1.43,70.08
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,BSB,Varanasi,3AC,LD,5,6,5,0,112,66.91,73.21,31.06,71.71
15910,Avadh Assam Express,MAS,Chennai Central,ADI,Ahmedabad,2AC,TQ,1,5,5,0,191,73.05,51.97,49.19,77.57
12423,Rajdhani Express,JP,Jaipur,DBRG,Dibrugarh,2AC,TQ,3,4,10,1,141,63.7,60.49,38.14,65.43
15666,BG Express,RNC,Ranchi,KOAA,Kolkata,2AC,TQ,2,6,7,1,91,93.94,75.88,22.5,91.15
12378,Padatik Express,KOAA,Kolkata,BBS,Bhubaneswar,3AC,LD,3,4,12,0,147,76.32,70.53,30.63,78.22
12345,Saraighat Express,VSKP,Visakhapatnam,CSMT,Mumbai CST,SL,GN,0,3,1,1,172,73.58,39.22,61.36,72.2
12001,Shatabdi Express,ADI,Ahmedabad,KOAA,Kolkata,SL,TQ,3,0,6,1,34,92.97,97.59,5.9,97.23
15644,Kamakhya Express,BSB,Varanasi,KOAA,Kolkata,1AC,GN,0,4,5,0,188,93.6,34.09,63.86,90.24
12423,Rajdhani Express,SBC,Bangalore,AGTL,Agartala,1AC,TQ,6,4,9,1,83,88.37,92.49,3.58,86.44
15666,BG Express,BSB,Varanasi,ADI,Ahmedabad,3AC,TQ,0,0,10,0,5,79.96,100.0,4.4,77.03
12505,North East Express,HWH,Howrah,PNBE,Patna,3AC,GN,1,6,11,1,61,97.4,88.14,8.6,102.31
15960,Kanchanjunga Express,PNBE,Patna,SBC,Bangalore,2AC,TQ,1,0,3,0,26,85.63,99.44,3.34,90.59
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,BBS,Bhubaneswar,SL,GN,2,2,1,1,148,93.67,63.68,34.96,98.42
12501,Poorvottar Sampark Kranti,SCL,Silchar,CSMT,Mumbai CST,2AC,GN,3,3,3,0,116,70.29,83.62,16.42,74.63
12505,North East Express,MAS,Chennai Central,ADI,Ahmedabad,3AC,LD,0,2,4,0,136,76.72,61.35,38.07,79.82
12423,Rajdhani Express,CSMT,Mumbai CST,DBRG,Dibrugarh,SL,TQ,4,2,10,1,109,91.74,72.11,25.73,88.83
12345,Saraighat Express,SDAH,Sealdah,PNBE,Patna,SL,GN,0,1,7,1,55,82.81,78.25,19.55,86.08
12505,North East Express,KOAA,Kolkata,NDLS,New Delhi,2AC,LD,5,6,5,0,46,80.86,100.0,1.02,84.27
15644,Kamakhya Express,ADI,Ahmedabad,JP,Jaipur,2AC,LD,5,0,2,0,189,85.71,59.25,36.19,82.76
15910,Avadh Assam Express,PNBE,Patna,SCL,Silchar,3AC,LD,6,4,2,1,164,71.52,77.36,19.03,75.57
15666,BG Express,NDLS,New Delhi,KOAA,Kolkata,1AC,LD,2,4,9,0,25,85.87,100.0,0.0,81.28
12501,Poorvottar Sampark Kranti,PNBE,Patna,AGTL,Agartala,SL,LD,7,3,1,1,147,65.35,81.5,22.42,64.22
12505,North East Express,CSMT,Mumbai CST,ADI,Ahmedabad,2AC,LD,7,0,11,0,194,69.11,58.89,38.73,64.61
15644,Kamakhya Express,GHY,Guwahati,CSMT,Mumbai CST,3AC,GN,4,1,9,0,15,62.52,100.0,4.48,63.41
12423,Rajdhani Express,HWH,Howrah,BSB,Varanasi,2AC,GN,0,6,5,0,146,72.06,50.44,45.42,68.35
15960,Kanchanjunga Express,BSB,Varanasi,SDAH,Sealdah,2AC,LD,1,6,9,1,19,81.2,97.82,5.84,80.24
12505,North East Express,AGTL,Agartala,VSKP,Visakhapatnam,1AC,LD,0,6,10,1,75,81.21,87.0,16.42,79.87
12001,Shatabdi Express,HWH,Howrah,ADI,Ahmedabad,SL,GN,6,4,11,1,129,75.55,81.72,13.38,75.5
12423,Rajdhani Express,JP,Jaipur,DBRG,Dibrugarh,SL,GN,2,6,2,0,138,73.03,56.93,38.12,76.53
12505,North East Express,ADI,Ahmedabad,JP,Jaipur,3AC,LD,7,4,1,0,63,72.91,97.2,3.76,71.3
12501,Poorvottar Sampark Kranti,GHY,Guwahati,DBRG,Dibrugarh,2AC,GN,2,6,7,0,140,91.43,62.15,37.76,96.2
15666,BG Express,KOAA,Kolkata,RNC,Ranchi,1AC,TQ,6,3,8,1,81,74.05,100.0,4.84,72.26
12501,Poorvottar Sampark Kranti,GHY,Guwahati,KOAA,Kolkata,2AC,LD,2,6,4,1,47,92.54,98.72,0.5,97.45
15910,Avadh Assam Express,SCL,Silchar,BBS,Bhubaneswar,SL,TQ,5,0,9,1,157,96.66,61.73,39.79,96.66
15910,Avadh Assam Express,DBRG,Dibrugarh,HWH,Howrah,1AC,TQ,2,0,9,0,198,66.91,41.96,61.44,68.77
15910,Avadh Assam Express,MAS,Chennai Central,DBRG,Dibrugarh,2AC,TQ,3,5,8,1,5,88.82,100.0,2.51,90.33
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,SCL,Silchar,3AC,LD,2,4,2,0,157,90.65,53.6,44.31,91.88
12505,North East Express,CSMT,Mumbai CST,GHY,Guwahati,2AC,GN,1,1,4,0,83,90.59,72.29,30.46,87.69
12505,North East Express,NDLS,New Delhi,AGTL,Agartala,2AC,LD,5,0,8,1,153,83.72,71.8,25.18,87.94
