train_no,train_name,source,source_name,destination,destination_name
12001,Shatabdi Express,PNBE,Patna,BBS,Bhubaneswar
12505,North East Express,MAS,Chennai Central,SBC,Bangalore
12423,Rajdhani Express,BBS,Bhubaneswar,NDLS,New Delhi
12001,Shatabdi Express,NDLS,New Delhi,CSMT,Mumbai CST
12345,Saraighat Express,SBC,Bangalore,BBS,Bhubaneswar
12378,Padatik Express,CSMT,Mumbai CST,KOAA,Kolkata
15910,Avadh Assam Express,GHY,Guwahati,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,SCL,Silchar,VSKP,Visakhapatnam
15910,Avadh Assam Express,ADI,Ahmedabad,AGTL,Agartala
12345,Saraighat Express,AGTL,Agartala,RNC,Ranchi
15644,Kamakhya Express,KOAA,Kolkata,HWH,Howrah
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,JP,Jaipur
15644,Kamakhya Express,JP,Jaipur,PNBE,Patna
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,MAS,Chennai Central
15910,Avadh Assam Express,VSKP,Visakhapatnam,AGTL,Agartala
15910,Avadh Assam Express,CSMT,Mumbai CST,VSKP,Visakhapatnam
15666,BG Express,NDLS,New Delhi,SCL,Silchar
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,DBRG,Dibrugarh
15666,BG Express,DBRG,Dibrugarh,GHY,Guwahati
15910,Avadh Assam Express,MAS,Chennai Central,SBC,Bangalore
12505,North East Express,AGTL,Agartala,SBC,Bangalore
15644,Kamakhya Express,CSMT,Mumbai CST,SCL,Silchar
12505,North East Express,JP,Jaipur,BBS,Bhubaneswar
12505,North East Express,RNC,Ranchi,SDAH,Sealdah
15910,Avadh Assam Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
12505,North East Express,SBC,Bangalore,NDLS,New Delhi
12423,Rajdhani Express,SBC,Bangalore,GHY,Guwahati
12345,Saraighat Express,MAS,Chennai Central,VSKP,Visakhapatnam
12378,Padatik Express,BBS,Bhubaneswar,HWH,Howrah
12501,Poorvottar Sampark Kranti,RNC,Ranchi,SDAH,Sealdah
15666,BG Express,ADI,Ahmedabad,SCL,Silchar
15910,Avadh Assam Express,BBS,Bhubaneswar,AGTL,Agartala
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,AGTL,Agartala
15910,Avadh Assam Express,PNBE,Patna,RNC,Ranchi
15960,Kanchanjunga Express,JP,Jaipur,AGTL,Agartala
12423,Rajdhani Express,DBRG,Dibrugarh,SCL,Silchar
12001,Shatabdi Express,MAS,Chennai Central,CSMT,Mumbai CST
15960,Kanchanjunga Express,SCL,Silchar,HWH,Howrah
15644,Kamakhya Express,GHY,Guwahati,JP,Jaipur
12345,Saraighat Express,SBC,Bangalore,SDAH,Sealdah
12378,Padatik Express,KOAA,Kolkata,GHY,Guwahati
15644,Kamakhya Express,SBC,Bangalore,HWH,Howrah
15666,BG Express,SDAH,Sealdah,NDLS,New Delhi
15666,BG Express,JP,Jaipur,RNC,Ranchi
15910,Avadh Assam Express,PNBE,Patna,HWH,Howrah
12423,Rajdhani Express,MAS,Chennai Central,DBRG,Dibrugarh
15666,BG Express,VSKP,Visakhapatnam,BSB,Varanasi
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,PNBE,Patna
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,HWH,Howrah
12001,Shatabdi Express,CSMT,Mumbai CST,ADI,Ahmedabad
15666,BG Express,JP,Jaipur,NDLS,New Delhi
12001,Shatabdi Express,SBC,Bangalore,PNBE,Patna
15960,Kanchanjunga Express,PNBE,Patna,DBRG,Dibrugarh
12001,Shatabdi Express,RNC,Ranchi,GHY,Guwahati
15960,Kanchanjunga Express,BSB,Varanasi,RNC,Ranchi
15644,Kamakhya Express,DBRG,Dibrugarh,MAS,Chennai Central
12345,Saraighat Express,SCL,Silchar,HWH,Howrah
15644,Kamakhya Express,GHY,Guwahati,ADI,Ahmedabad
12001,Shatabdi Express,CSMT,Mumbai CST,BSB,Varanasi
15666,BG Express,RNC,Ranchi,GHY,Guwahati
12423,Rajdhani Express,HWH,Howrah,BBS,Bhubaneswar
15644,Kamakhya Express,HWH,Howrah,GHY,Guwahati
12378,Padatik Express,GHY,Guwahati,AGTL,Agartala
12501,Poorvottar Sampark Kranti,BSB,Varanasi,PNBE,Patna
12345,Saraighat Express,SDAH,Sealdah,VSKP,Visakhapatnam
15666,BG Express,DBRG,Dibrugarh,BSB,Varanasi
12345,Saraighat Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
15644,Kamakhya Express,CSMT,Mumbai CST,GHY,Guwahati
15960,Kanchanjunga Express,SCL,Silchar,SBC,Bangalore
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,AGTL,Agartala
15960,Kanchanjunga Express,AGTL,Agartala,RNC,Ranchi
15666,BG Express,MAS,Chennai Central,SCL,Silchar
15960,Kanchanjunga Express,DBRG,Dibrugarh,MAS,Chennai Central
12345,Saraighat Express,GHY,Guwahati,BBS,Bhubaneswar
15960,Kanchanjunga Express,MAS,Chennai Central,AGTL,Agartala
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,CSMT,Mumbai CST
12505,North East Express,DBRG,Dibrugarh,BSB,Varanasi
12501,Poorvottar Sampark Kranti,SCL,Silchar,SBC,Bangalore
15666,BG Express,PNBE,Patna,BSB,Varanasi
12423,Rajdhani Express,BBS,Bhubaneswar,JP,Jaipur
12501,Poorvottar Sampark Kranti,GHY,Guwahati,BSB,Varanasi
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,SCL,Silchar
12501,Poorvottar Sampark Kranti,JP,Jaipur,HWH,Howrah
12423,Rajdhani Express,JP,Jaipur,PNBE,Patna
12345,Saraighat Express,HWH,Howrah,SCL,Silchar
15910,Avadh Assam Express,PNBE,Patna,DBRG,Dibrugarh
15666,BG Express,SDAH,Sealdah,SCL,Silchar
15644,Kamakhya Express,RNC,Ranchi,HWH,Howrah
12345,Saraighat Express,VSKP,Visakhapatnam,BSB,Varanasi
12423,Rajdhani Express,HWH,Howrah,RNC,Ranchi
12345,Saraighat Express,AGTL,Agartala,CSMT,Mumbai CST
12001,Shatabdi Express,BBS,Bhubaneswar,DBRG,Dibrugarh
15644,Kamakhya Express,GHY,Guwahati,KOAA,Kolkata
15666,BG Express,AGTL,Agartala,SBC,Bangalore
12001,Shatabdi Express,PNBE,Patna,CSMT,Mumbai CST
12345,Saraighat Express,PNBE,Patna,SCL,Silchar
12505,North East Express,MAS,Chennai Central,SDAH,Sealdah
12378,Padatik Express,KOAA,Kolkata,VSKP,Visakhapatnam
12505,North East Express,HWH,Howrah,AGTL,Agartala
12001,Shatabdi Express,SDAH,Sealdah,GHY,Guwahati
15960,Kanchanjunga Express,SCL,Silchar,NDLS,New Delhi
15910,Avadh Assam Express,MAS,Chennai Central,CSMT,Mumbai CST
12423,Rajdhani Express,SDAH,Sealdah,BSB,Varanasi
12378,Padatik Express,SDAH,Sealdah,GHY,Guwahati
12378,Padatik Express,PNBE,Patna,CSMT,Mumbai CST
12378,Padatik Express,SDAH,Sealdah,VSKP,Visakhapatnam
12378,Padatik Express,SDAH,Sealdah,BSB,Varanasi
12423,Rajdhani Express,SCL,Silchar,BSB,Varanasi
12423,Rajdhani Express,ADI,Ahmedabad,AGTL,Agartala
12423,Rajdhani Express,RNC,Ranchi,DBRG,Dibrugarh
12345,Saraighat Express,PNBE,Patna,GHY,Guwahati
12001,Shatabdi Express,GHY,Guwahati,KOAA,Kolkata
12001,Shatabdi Express,ADI,Ahmedabad,NDLS,New Delhi
15644,Kamakhya Express,DBRG,Dibrugarh,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,HWH,Howrah
15960,Kanchanjunga Express,CSMT,Mumbai CST,BBS,Bhubaneswar
15666,BG Express,PNBE,Patna,HWH,Howrah
15960,Kanchanjunga Express,SDAH,Sealdah,ADI,Ahmedabad
12345,Saraighat Express,SBC,Bangalore,KOAA,Kolkata
15644,Kamakhya Express,BSB,Varanasi,VSKP,Visakhapatnam
12423,Rajdhani Express,HWH,Howrah,SBC,Bangalore
15666,BG Express,KOAA,Kolkata,VSKP,Visakhapatnam
12001,Shatabdi Express,SBC,Bangalore,KOAA,Kolkata
12001,Shatabdi Express,AGTL,Agartala,MAS,Chennai Central
12378,Padatik Express,BSB,Varanasi,RNC,Ranchi
15910,Avadh Assam Express,RNC,Ranchi,PNBE,Patna
15910,Avadh Assam Express,VSKP,Visakhapatnam,KOAA,Kolkata
15666,BG Express,VSKP,Visakhapatnam,SDAH,Sealdah
15910,Avadh Assam Express,AGTL,Agartala,SCL,Silchar
12423,Rajdhani Express,BBS,Bhubaneswar,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,SBC,Bangalore,CSMT,Mumbai CST
15910,Avadh Assam Express,KOAA,Kolkata,BBS,Bhubaneswar
12345,Saraighat Express,SBC,Bangalore,ADI,Ahmedabad
15910,Avadh Assam Express,ADI,Ahmedabad,JP,Jaipur
12423,Rajdhani Express,NDLS,New Delhi,SBC,Bangalore
12345,Saraighat Express,DBRG,Dibrugarh,SCL,Silchar
15960,Kanchanjunga Express,DBRG,Dibrugarh,RNC,Ranchi
15644,Kamakhya Express,PNBE,Patna,HWH,Howrah
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,KOAA,Kolkata
12001,Shatabdi Express,SCL,Silchar,SBC,Bangalore
12501,Poorvottar Sampark Kranti,PNBE,Patna,BSB,Varanasi
15644,Kamakhya Express,RNC,Ranchi,SDAH,Sealdah
15960,Kanchanjunga Express,GHY,Guwahati,SCL,Silchar
15644,Kamakhya Express,JP,Jaipur,BSB,Varanasi
15960,Kanchanjunga Express,CSMT,Mumbai CST,AGTL,Agartala
12505,North East Express,ADI,Ahmedabad,KOAA,Kolkata
12378,Padatik Express,SDAH,Sealdah,SBC,Bangalore
12423,Rajdhani Express,SCL,Silchar,KOAA,Kolkata
12378,Padatik Express,CSMT,Mumbai CST,GHY,Guwahati
12001,Shatabdi Express,HWH,Howrah,MAS,Chennai Central
15644,Kamakhya Express,ADI,Ahmedabad,BSB,Varanasi
15910,Avadh Assam Express,CSMT,Mumbai CST,SBC,Bangalore
12378,Padatik Express,HWH,Howrah,SCL,Silchar
15666,BG Express,SBC,Bangalore,ADI,Ahmedabad
12001,Shatabdi Express,MAS,Chennai Central,VSKP,Visakhapatnam
15666,BG Express,HWH,Howrah,RNC,Ranchi
12501,Poorvottar Sampark Kranti,JP,Jaipur,AGTL,Agartala
15910,Avadh Assam Express,MAS,Chennai Central,GHY,Guwahati
12378,Padatik Express,BSB,Varanasi,HWH,Howrah
15666,BG Express,BBS,Bhubaneswar,GHY,Guwahati
12001,Shatabdi Express,KOAA,Kolkata,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,AGTL,Agartala,SBC,Bangalore
12001,Shatabdi Express,RNC,Ranchi,VSKP,Visakhapatnam
12505,North East Express,SCL,Silchar,MAS,Chennai Central
15644,Kamakhya Express,JP,Jaipur,RNC,Ranchi
12501,Poorvottar Sampark Kranti,RNC,Ranchi,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,BSB,Varanasi
12378,Padatik Express,SDAH,Sealdah,ADI,Ahmedabad
12423,Rajdhani Express,BBS,Bhubaneswar,AGTL,Agartala
12423,Rajdhani Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
12505,North East Express,HWH,Howrah,RNC,Ranchi
15666,BG Express,AGTL,Agartala,RNC,Ranchi
12001,Shatabdi Express,ADI,Ahmedabad,HWH,Howrah
12378,Padatik Express,CSMT,Mumbai CST,ADI,Ahmedabad
15666,BG Express,SBC,Bangalore,KOAA,Kolkata
12378,Padatik Express,DBRG,Dibrugarh,ADI,Ahmedabad
12505,North East Express,AGTL,Agartala,CSMT,Mumbai CST
15644,Kamakhya Express,DBRG,Dibrugarh,SBC,Bangalore
15960,Kanchanjunga Express,RNC,Ranchi,PNBE,Patna
15644,Kamakhya Express,KOAA,Kolkata,AGTL,Agartala
12378,Padatik Express,DBRG,Dibrugarh,PNBE,Patna
15644,Kamakhya Express,ADI,Ahmedabad,SDAH,Sealdah
12001,Shatabdi Express,BSB,Varanasi,SCL,Silchar
12001,Shatabdi Express,KOAA,Kolkata,VSKP,Visakhapatnam
15666,BG Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
12345,Saraighat Express,SDAH,Sealdah,SCL,Silchar
15644,Kamakhya Express,RNC,Ranchi,ADI,Ahmedabad
15666,BG Express,MAS,Chennai Central,BSB,Varanasi
15910,Avadh Assam Express,AGTL,Agartala,JP,Jaipur
12505,North East Express,CSMT,Mumbai CST,NDLS,New Delhi
15960,Kanchanjunga Express,BBS,Bhubaneswar,CSMT,Mumbai CST
15666,BG Express,SBC,Bangalore,MAS,Chennai Central
15666,BG Express,JP,Jaipur,MAS,Chennai Central
15910,Avadh Assam Express,AGTL,Agartala,SBC,Bangalore
15960,Kanchanjunga Express,CSMT,Mumbai CST,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,CSMT,Mumbai CST
12378,Padatik Express,NDLS,New Delhi,PNBE,Patna
15644,Kamakhya Express,SBC,Bangalore,RNC,Ranchi
12345,Saraighat Express,BSB,Varanasi,SCL,Silchar
15910,Avadh Assam Express,GHY,Guwahati,SDAH,Sealdah
15644,Kamakhya Express,CSMT,Mumbai CST,BSB,Varanasi
12423,Rajdhani Express,MAS,Chennai Central,GHY,Guwahati
15666,BG Express,AGTL,Agartala,HWH,Howrah
12378,Padatik Express,BBS,Bhubaneswar,SBC,Bangalore
15910,Avadh Assam Express,SDAH,Sealdah,VSKP,Visakhapatnam
15960,Kanchanjunga Express,BSB,Varanasi,GHY,Guwahati
12001,Shatabdi Express,JP,Jaipur,DBRG,Dibrugarh
12001,Shatabdi Express,NDLS,New Delhi,BBS,Bhubaneswar
15910,Avadh Assam Express,NDLS,New Delhi,ADI,Ahmedabad
12505,North East Express,BSB,Varanasi,SBC,Bangalore
12423,Rajdhani Express,SDAH,Sealdah,AGTL,Agartala
15910,Avadh Assam Express,KOAA,Kolkata,SCL,Silchar
12505,North East Express,SCL,Silchar,AGTL,Agartala
12501,Poorvottar Sampark Kranti,PNBE,Patna,GHY,Guwahati
12505,North East Express,SBC,Bangalore,VSKP,Visakhapatnam
12423,Rajdhani Express,VSKP,Visakhapatnam,RNC,Ranchi
12378,Padatik Express,DBRG,Dibrugarh,SDAH,Sealdah
12378,Padatik Express,DBRG,Dibrugarh,SBC,Bangalore
15644,Kamakhya Express,CSMT,Mumbai CST,SBC,Bangalore
15666,BG Express,BBS,Bhubaneswar,KOAA,Kolkata
12345,Saraighat Express,SDAH,Sealdah,KOAA,Kolkata
15910,Avadh Assam Express,JP,Jaipur,MAS,Chennai Central
15666,BG Express,MAS,Chennai Central,ADI,Ahmedabad
12505,North East Express,NDLS,New Delhi,PNBE,Patna
12378,Padatik Express,HWH,Howrah,SBC,Bangalore
12001,Shatabdi Express,VSKP,Visakhapatnam,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,ADI,Ahmedabad
15666,BG Express,SCL,Silchar,SDAH,Sealdah
12001,Shatabdi Express,BBS,Bhubaneswar,PNBE,Patna
15666,BG Express,DBRG,Dibrugarh,JP,Jaipur
15666,BG Express,PNBE,Patna,SDAH,Sealdah
12505,North East Express,NDLS,New Delhi,RNC,Ranchi
12378,Padatik Express,VSKP,Visakhapatnam,PNBE,Patna
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,PNBE,Patna
15910,Avadh Assam Express,MAS,Chennai Central,KOAA,Kolkata
12001,Shatabdi Express,MAS,Chennai Central,RNC,Ranchi
12001,Shatabdi Express,MAS,Chennai Central,BBS,Bhubaneswar
15960,Kanchanjunga Express,BBS,Bhubaneswar,SCL,Silchar
12423,Rajdhani Express,KOAA,Kolkata,CSMT,Mumbai CST
15910,Avadh Assam Express,BSB,Varanasi,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,BSB,Varanasi,KOAA,Kolkata
15644,Kamakhya Express,GHY,Guwahati,VSKP,Visakhapatnam
12378,Padatik Express,GHY,Guwahati,RNC,Ranchi
12378,Padatik Express,HWH,Howrah,DBRG,Dibrugarh
15644,Kamakhya Express,SDAH,Sealdah,VSKP,Visakhapatnam
12345,Saraighat Express,BBS,Bhubaneswar,SBC,Bangalore
15960,Kanchanjunga Express,JP,Jaipur,SCL,Silchar
12345,Saraighat Express,JP,Jaipur,KOAA,Kolkata
12001,Shatabdi Express,CSMT,Mumbai CST,SBC,Bangalore
15644,Kamakhya Express,AGTL,Agartala,ADI,Ahmedabad
12505,North East Express,RNC,Ranchi,ADI,Ahmedabad
15666,BG Express,BBS,Bhubaneswar,DBRG,Dibrugarh
12505,North East Express,VSKP,Visakhapatnam,SCL,Silchar
15644,Kamakhya Express,BSB,Varanasi,HWH,Howrah
15666,BG Express,VSKP,Visakhapatnam,CSMT,Mumbai CST
12345,Saraighat Express,SBC,Bangalore,HWH,Howrah
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,GHY,Guwahati
12501,Poorvottar Sampark Kranti,GHY,Guwahati,VSKP,Visakhapatnam
12345,Saraighat Express,HWH,Howrah,ADI,Ahmedabad
15644,Kamakhya Express,SDAH,Sealdah,NDLS,New Delhi
12505,North East Express,RNC,Ranchi,JP,Jaipur
15910,Avadh Assam Express,GHY,Guwahati,RNC,Ranchi
12378,Padatik Express,SBC,Bangalore,VSKP,Visakhapatnam
15666,BG Express,BSB,Varanasi,BBS,Bhubaneswar
12345,Saraighat Express,AGTL,Agartala,GHY,Guwahati
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,DBRG,Dibrugarh
15644,Kamakhya Express,ADI,Ahmedabad,PNBE,Patna
12345,Saraighat Express,KOAA,Kolkata,CSMT,Mumbai CST
15910,Avadh Assam Express,GHY,Guwahati,KOAA,Kolkata
15910,Avadh Assam Express,SCL,Silchar,KOAA,Kolkata
15666,BG Express,BSB,Varanasi,CSMT,Mumbai CST
15666,BG Express,AGTL,Agartala,PNBE,Patna
15644,Kamakhya Express,BSB,Varanasi,CSMT,Mumbai CST
12001,Shatabdi Express,MAS,Chennai Central,AGTL,Agartala
12505,North East Express,SCL,Silchar,HWH,Howrah
12505,North East Express,SBC,Bangalore,RNC,Ranchi
12345,Saraighat Express,KOAA,Kolkata,GHY,Guwahati
15644,Kamakhya Express,JP,Jaipur,HWH,Howrah
15910,Avadh Assam Express,RNC,Ranchi,MAS,Chennai Central
12378,Padatik Express,RNC,Ranchi,CSMT,Mumbai CST
12505,North East Express,BSB,Varanasi,DBRG,Dibrugarh
15644,Kamakhya Express,SDAH,Sealdah,PNBE,Patna
12345,Saraighat Express,NDLS,New Delhi,CSMT,Mumbai CST
15960,Kanchanjunga Express,BBS,Bhubaneswar,BSB,Varanasi
15644,Kamakhya Express,CSMT,Mumbai CST,KOAA,Kolkata
12345,Saraighat Express,JP,Jaipur,CSMT,Mumbai CST
12505,North East Express,JP,Jaipur,SBC,Bangalore
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,DBRG,Dibrugarh
15644,Kamakhya Express,CSMT,Mumbai CST,PNBE,Patna
12505,North East Express,SCL,Silchar,KOAA,Kolkata
15960,Kanchanjunga Express,SBC,Bangalore,CSMT,Mumbai CST
15644,Kamakhya Express,SCL,Silchar,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,HWH,Howrah,NDLS,New Delhi
15910,Avadh Assam Express,ADI,Ahmedabad,KOAA,Kolkata
12378,Padatik Express,AGTL,Agartala,SCL,Silchar
15910,Avadh Assam Express,KOAA,Kolkata,HWH,Howrah
12501,Poorvottar Sampark Kranti,SBC,Bangalore,ADI,Ahmedabad
12345,Saraighat Express,BBS,Bhubaneswar,KOAA,Kolkata
12345,Saraighat Express,NDLS,New Delhi,ADI,Ahmedabad
15644,Kamakhya Express,NDLS,New Delhi,CSMT,Mumbai CST
12001,Shatabdi Express,MAS,Chennai Central,JP,Jaipur
12001,Shatabdi Express,RNC,Ranchi,AGTL,Agartala
12378,Padatik Express,NDLS,New Delhi,BBS,Bhubaneswar
12423,Rajdhani Express,VSKP,Visakhapatnam,PNBE,Patna
12505,North East Express,SCL,Silchar,VSKP,Visakhapatnam
12345,Saraighat Express,KOAA,Kolkata,HWH,Howrah
12001,Shatabdi Express,MAS,Chennai Central,SCL,Silchar
15666,BG Express,KOAA,Kolkata,DBRG,Dibrugarh
15910,Avadh Assam Express,CSMT,Mumbai CST,SDAH,Sealdah
15644,Kamakhya Express,NDLS,New Delhi,ADI,Ahmedabad
15910,Avadh Assam Express,KOAA,Kolkata,AGTL,Agartala
15666,BG Express,RNC,Ranchi,CSMT,Mumbai CST
12423,Rajdhani Express,JP,Jaipur,CSMT,Mumbai CST
12505,North East Express,KOAA,Kolkata,MAS,Chennai Central
15666,BG Express,JP,Jaipur,BSB,Varanasi
15910,Avadh Assam Express,SDAH,Sealdah,GHY,Guwahati
15910,Avadh Assam Express,DBRG,Dibrugarh,GHY,Guwahati
12505,North East Express,RNC,Ranchi,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,AGTL,Agartala,GHY,Guwahati
15666,BG Express,MAS,Chennai Central,SDAH,Sealdah
12423,Rajdhani Express,AGTL,Agartala,BBS,Bhubaneswar
12001,Shatabdi Express,ADI,Ahmedabad,DBRG,Dibrugarh
12378,Padatik Express,PNBE,Patna,BBS,Bhubaneswar
12423,Rajdhani Express,RNC,Ranchi,KOAA,Kolkata
15644,Kamakhya Express,ADI,Ahmedabad,CSMT,Mumbai CST
15644,Kamakhya Express,JP,Jaipur,AGTL,Agartala
15644,Kamakhya Express,BBS,Bhubaneswar,NDLS,New Delhi
15960,Kanchanjunga Express,RNC,Ranchi,BSB,Varanasi
12505,North East Express,JP,Jaipur,ADI,Ahmedabad
12505,North East Express,GHY,Guwahati,PNBE,Patna
12505,North East Express,NDLS,New Delhi,SDAH,Sealdah
12345,Saraighat Express,VSKP,Visakhapatnam,GHY,Guwahati
15666,BG Express,PNBE,Patna,ADI,Ahmedabad
12345,Saraighat Express,BSB,Varanasi,RNC,Ranchi
15910,Avadh Assam Express,RNC,Ranchi,JP,Jaipur
12423,Rajdhani Express,VSKP,Visakhapatnam,HWH,Howrah
15644,Kamakhya Express,NDLS,New Delhi,RNC,Ranchi
15960,Kanchanjunga Express,SBC,Bangalore,ADI,Ahmedabad
12001,Shatabdi Express,GHY,Guwahati,NDLS,New Delhi
15910,Avadh Assam Express,BSB,Varanasi,SBC,Bangalore
12505,North East Express,SDAH,Sealdah,RNC,Ranchi
15644,Kamakhya Express,CSMT,Mumbai CST,SDAH,Sealdah
12001,Shatabdi Express,RNC,Ranchi,CSMT,Mumbai CST
12001,Shatabdi Express,BBS,Bhubaneswar,MAS,Chennai Central
12345,Saraighat Express,BSB,Varanasi,HWH,Howrah
12001,Shatabdi Express,CSMT,Mumbai CST,SCL,Silchar
12001,Shatabdi Express,JP,Jaipur,SCL,Silchar
15644,Kamakhya Express,HWH,Howrah,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,PNBE,Patna,HWH,Howrah
15666,BG Express,RNC,Ranchi,PNBE,Patna
12378,Padatik Express,SCL,Silchar,DBRG,Dibrugarh
12423,Rajdhani Express,BSB,Varanasi,RNC,Ranchi
12345,Saraighat Express,AGTL,Agartala,JP,Jaipur
15644,Kamakhya Express,MAS,Chennai Central,SCL,Silchar
12378,Padatik Express,HWH,Howrah,SDAH,Sealdah
12505,North East Express,DBRG,Dibrugarh,KOAA,Kolkata
15644,Kamakhya Express,HWH,Howrah,SCL,Silchar
15960,Kanchanjunga Express,GHY,Guwahati,CSMT,Mumbai CST
12001,Shatabdi Express,AGTL,Agartala,HWH,Howrah
12001,Shatabdi Express,MAS,Chennai Central,KOAA,Kolkata
12378,Padatik Express,HWH,Howrah,JP,Jaipur
12505,North East Express,BBS,Bhubaneswar,AGTL,Agartala
15644,Kamakhya Express,KOAA,Kolkata,DBRG,Dibrugarh
12001,Shatabdi Express,ADI,Ahmedabad,BSB,Varanasi
12378,Padatik Express,NDLS,New Delhi,ADI,Ahmedabad
12378,Padatik Express,GHY,Guwahati,PNBE,Patna
15960,Kanchanjunga Express,CSMT,Mumbai CST,KOAA,Kolkata
12378,Padatik Express,DBRG,Dibrugarh,CSMT,Mumbai CST
12001,Shatabdi Express,AGTL,Agartala,PNBE,Patna
12423,Rajdhani Express,SDAH,Sealdah,VSKP,Visakhapatnam
12001,Shatabdi Express,SDAH,Sealdah,JP,Jaipur
12345,Saraighat Express,SBC,Bangalore,BSB,Varanasi
15910,Avadh Assam Express,KOAA,Kolkata,CSMT,Mumbai CST
12505,North East Express,MAS,Chennai Central,HWH,Howrah
15910,Avadh Assam Express,ADI,Ahmedabad,SBC,Bangalore
12345,Saraighat Express,JP,Jaipur,NDLS,New Delhi
12001,Shatabdi Express,HWH,Howrah,BSB,Varanasi
15644,Kamakhya Express,BSB,Varanasi,ADI,Ahmedabad
15960,Kanchanjunga Express,PNBE,Patna,HWH,Howrah
12423,Rajdhani Express,SBC,Bangalore,PNBE,Patna
12001,Shatabdi Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
12505,North East Express,BSB,Varanasi,HWH,Howrah
12505,North East Express,HWH,Howrah,KOAA,Kolkata
12345,Saraighat Express,VSKP,Visakhapatnam,SDAH,Sealdah
15910,Avadh Assam Express,RNC,Ranchi,SDAH,Sealdah
15910,Avadh Assam Express,GHY,Guwahati,PNBE,Patna
12505,North East Express,SCL,Silchar,CSMT,Mumbai CST
12505,North East Express,SBC,Bangalore,GHY,Guwahati
15644,Kamakhya Express,SBC,Bangalore,DBRG,Dibrugarh
12423,Rajdhani Express,HWH,Howrah,SCL,Silchar
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,ADI,Ahmedabad
12001,Shatabdi Express,SCL,Silchar,NDLS,New Delhi
12423,Rajdhani Express,PNBE,Patna,BBS,Bhubaneswar
15666,BG Express,BSB,Varanasi,NDLS,New Delhi
12001,Shatabdi Express,JP,Jaipur,BBS,Bhubaneswar
15960,Kanchanjunga Express,AGTL,Agartala,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,HWH,Howrah,DBRG,Dibrugarh
15666,BG Express,KOAA,Kolkata,PNBE,Patna
12001,Shatabdi Express,AGTL,Agartala,SDAH,Sealdah
15666,BG Express,CSMT,Mumbai CST,RNC,Ranchi
12378,Padatik Express,DBRG,Dibrugarh,KOAA,Kolkata
12001,Shatabdi Express,JP,Jaipur,AGTL,Agartala
15666,BG Express,GHY,Guwahati,DBRG,Dibrugarh
15644,Kamakhya Express,PNBE,Patna,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,SBC,Bangalore
12423,Rajdhani Express,AGTL,Agartala,PNBE,Patna
12378,Padatik Express,SDAH,Sealdah,MAS,Chennai Central
12001,Shatabdi Express,VSKP,Visakhapatnam,RNC,Ranchi
12505,North East Express,NDLS,New Delhi,GHY,Guwahati
15910,Avadh Assam Express,SBC,Bangalore,AGTL,Agartala
12423,Rajdhani Express,RNC,Ranchi,SDAH,Sealdah
12001,Shatabdi Express,PNBE,Patna,KOAA,Kolkata
12001,Shatabdi Express,CSMT,Mumbai CST,VSKP,Visakhapatnam
12378,Padatik Express,AGTL,Agartala,PNBE,Patna
12423,Rajdhani Express,NDLS,New Delhi,ADI,Ahmedabad
12378,Padatik Express,JP,Jaipur,BBS,Bhubaneswar
